node	area (m^2)	E (kg/(m.s^2))	h0 (m)
80	1.225E-05	4.000E+05	4.300E-04						
81	8.042E-06	4.000E+05	4.300E-04						
82	4.359E-05	4.000E+05	6.300E-04						
83	3.848E-05	4.000E+05	6.300E-04	3.217E-05	4.000E+05	5.500E-04	1.257E-05	1.600E+06	4.000E-04
84	3.068E-05	4.000E+05	5.400E-04						
85	2.922E-05	4.000E+05	5.300E-04	1.257E-05	1.600E+06	5.200E-04	2.124E-05	4.000E+05	5.200E-04
86	1.590E-05	8.000E+05	4.900E-04						
87	1.134E-05	8.000E+05	4.600E-04	7.548E-06	1.600E+06	5.100E-04	5.309E-06	1.600E+06	3.900E-04
88	4.714E-06	1.600E+06	3.900E-04						
89	4.155E-06	1.600E+06	3.900E-04						
90	6.835E-06	1.600E+06	4.600E-04						
91	6.158E-06	1.600E+06	4.100E-04						
92	1.164E-05	1.600E+06	4.900E-04						
93	1.075E-05	1.600E+06	4.600E-04						
94	1.257E-05	1.600E+06	4.000E-04						
95	1.257E-05	1.600E+06	4.000E-04						
96	4.359E-05	4.000E+05	6.300E-04						
97	3.848E-05	4.000E+05	6.300E-04	1.257E-05	1.600E+06	4.000E-04	3.217E-05	4.000E+05	5.500E-04
98	3.068E-05	4.000E+05	5.400E-04						
99	2.922E-05	4.000E+05	5.300E-04	2.124E-05	4.000E+05	5.200E-04	1.257E-05	1.600E+06	5.200E-04
100	1.590E-05	8.000E+05	4.900E-04						
101	1.134E-05	8.000E+05	4.600E-04	5.309E-06	1.600E+06	3.900E-04	7.548E-06	1.600E+06	5.100E-04
102	4.714E-06	1.600E+06	3.900E-04						
103	4.155E-06	1.600E+06	3.900E-04						
104	6.835E-06	1.600E+06	4.600E-04						
105	6.158E-06	1.600E+06	4.100E-04						
106	1.164E-05	1.600E+06	4.900E-04						
107	1.075E-05	1.600E+06	4.600E-04						
108	1.257E-05	1.600E+06	4.000E-04						
109	1.257E-05	1.600E+06	4.000E-04						
110	1.590E-05	8.000E+05	4.200E-04						
111	1.452E-05	1.600E+06	3.900E-04						
