2416.0331	19.8135
2424.7515	35.5478
2433.4699	61.1888
2439.7472	88.5781
2447.4194	123.543
2454.7428	161.422
2461.3688	203.38
2467.9948	244.755
2473.923	278.555
2479.154	314.103
2484.037	344.406
2490.314	375.291
2496.94	403.263
2503.566	429.487
2511.935	453.963
2523.793	473.776
2535.998	480.769
2548.901	479.021
2559.364	467.949
2569.826	453.38
2579.59	437.063
2588.309	422.494
2596.678	403.263
2607.489	382.867
2615.51	361.888
2626.321	340.909
2633.993	319.93
2644.106	298.951
2652.825	277.389
2661.543	254.662
2670.959	233.683
2679.329	209.79
2687.001	188.228
2693.627	167.249
2700.602	148.019
2707.925	125.291
2715.597	100.233
2723.618	80.4196
2731.29	63.5198
2738.265	47.7855
2746.635	35.5478
2758.143	23.8928
2769.303	16.8998
2784.298	12.8205
2798.248	16.8998
2811.848	24.4755
2825.798	30.8858
2840.096	39.0443
2851.953	45.4545
2863.461	48.3683
2874.969	46.62
2885.432	44.8718
2897.986	42.5408
2912.633	36.1305
2926.582	33.2168
2940.532	30.8858
2953.435	27.3893
2967.036	25.0583
2984.821	24.4755
2998.771	22.7273
3012.023	23.31
3025.972	25.641
3044.106	24.4755
3059.102	24.4755
3160	3.4965
3167.67219	3.4965
3178.8317	4.662
3189.2938	5.82751
3197.6635	8.15851
3206.0331	19.8135
3214.7515	35.5478
3223.4699	61.1888
3229.7472	88.5781
3237.4194	123.543
3244.7428	161.422
3251.3688	203.38
3257.9948	244.755
3263.923	278.555
3269.154	314.103
3274.037	344.406
3280.314	375.291
3286.94	403.263
3293.566	429.487
3301.935	453.963
3313.793	473.776
3325.998	480.769
3338.901	479.021
3349.364	467.949
3359.826	453.38
3369.59	437.063
3378.309	422.494
3386.678	403.263
3397.489	382.867
3405.51	361.888
3416.321	340.909
3423.993	319.93
3434.106	298.951
3442.825	277.389
3451.543	254.662
3460.959	233.683
3469.329	209.79
3477.001	188.228
3483.627	167.249
3490.602	148.019
3497.925	125.291
3505.597	100.233
3513.618	80.4196
3521.29	63.5198
3528.265	47.7855
3536.635	35.5478
3548.143	23.8928
3559.303	16.8998
3574.298	12.8205
3588.248	16.8998
3601.848	24.4755
3615.798	30.8858
3630.096	39.0443
3641.953	45.4545
3653.461	48.3683
3664.969	46.62
3675.432	44.8718
3687.986	42.5408
3702.633	36.1305
3716.582	33.2168
3730.532	30.8858
3743.435	27.3893
3757.036	25.0583
3774.821	24.4755
3788.771	22.7273
3802.023	23.31
3815.972	25.641
3834.106	24.4755
3849.102	24.4755
3950	3.4965
3957.67219	3.4965
3968.8317	4.662
3979.2938	5.82751
3987.6635	8.15851
3996.0331	19.8135
4004.7515	35.5478
4013.4699	61.1888
4019.7472	88.5781
4027.4194	123.543
4034.7428	161.422
4041.3688	203.38
4047.9948	244.755
4053.923	278.555
4059.154	314.103
4064.037	344.406
4070.314	375.291
4076.94	403.263
4083.566	429.487
4091.935	453.963
4103.793	473.776
4115.998	480.769
4128.901	479.021
4139.364	467.949
4149.826	453.38
4159.59	437.063
4168.309	422.494
4176.678	403.263
4187.489	382.867
4195.51	361.888
4206.321	340.909
4213.993	319.93
4224.106	298.951
4232.825	277.389
4241.543	254.662
4250.959	233.683
4259.329	209.79
4267.001	188.228
4273.627	167.249
4280.602	148.019
4287.925	125.291
4295.597	100.233
4303.618	80.4196
4311.29	63.5198
4318.265	47.7855
4326.635	35.5478
4338.143	23.8928
4349.303	16.8998
4364.298	12.8205
4378.248	16.8998
4391.848	24.4755
4405.798	30.8858
4420.096	39.0443
4431.953	45.4545
4443.461	48.3683
4454.969	46.62
4465.432	44.8718
4477.986	42.5408
4492.633	36.1305
4506.582	33.2168
4520.532	30.8858
4533.435	27.3893
4547.036	25.0583
4564.821	24.4755
4578.771	22.7273
4592.023	23.31
4605.972	25.641
4624.106	24.4755
4639.102	24.4755
4740	3.4965
4747.67219	3.4965
4758.8317	4.662
4769.2938	5.82751
4777.6635	8.15851
4786.0331	19.8135
4794.7515	35.5478
4803.4699	61.1888
4809.7472	88.5781
4817.4194	123.543
4824.7428	161.422
4831.3688	203.38
4837.9948	244.755
4843.923	278.555
4849.154	314.103
4854.037	344.406
4860.314	375.291
4866.94	403.263
4873.566	429.487
4881.935	453.963
4893.793	473.776
4905.998	480.769
4918.901	479.021
4929.364	467.949
4939.826	453.38
4949.59	437.063
4958.309	422.494
4966.678	403.263
4977.489	382.867
4985.51	361.888
4996.321	340.909
5003.993	319.93
5014.106	298.951
5022.825	277.389
5031.543	254.662
5040.959	233.683
5049.329	209.79
5057.001	188.228
5063.627	167.249
5070.602	148.019
5077.925	125.291
5085.597	100.233
5093.618	80.4196
5101.29	63.5198
5108.265	47.7855
5116.635	35.5478
5128.143	23.8928
5139.303	16.8998
5154.298	12.8205
5168.248	16.8998
5181.848	24.4755
5195.798	30.8858
5210.096	39.0443
5221.953	45.4545
5233.461	48.3683
5244.969	46.62
5255.432	44.8718
5267.986	42.5408
5282.633	36.1305
5296.582	33.2168
5310.532	30.8858
5323.435	27.3893
5337.036	25.0583
5354.821	24.4755
5368.771	22.7273
5382.023	23.31
5395.972	25.641
5414.106	24.4755
5429.102	24.4755
5530	3.4965
5537.67219	3.4965
5548.8317	4.662
5559.2938	5.82751
5567.6635	8.15851
5576.0331	19.8135
5584.7515	35.5478
5593.4699	61.1888
5599.7472	88.5781
5607.4194	123.543
5614.7428	161.422
5621.3688	203.38
5627.9948	244.755
5633.923	278.555
5639.154	314.103
5644.037	344.406
5650.314	375.291
5656.94	403.263
5663.566	429.487
5671.935	453.963
5683.793	473.776
5695.998	480.769
5708.901	479.021
5719.364	467.949
5729.826	453.38
5739.59	437.063
5748.309	422.494
5756.678	403.263
5767.489	382.867
5775.51	361.888
5786.321	340.909
5793.993	319.93
5804.106	298.951
5812.825	277.389
5821.543	254.662
5830.959	233.683
5839.329	209.79
5847.001	188.228
5853.627	167.249
5860.602	148.019
5867.925	125.291
5875.597	100.233
5883.618	80.4196
5891.29	63.5198
5898.265	47.7855
5906.635	35.5478
5918.143	23.8928
5929.303	16.8998
5944.298	12.8205
5958.248	16.8998
5971.848	24.4755
5985.798	30.8858
6000.096	39.0443
6011.953	45.4545
6023.461	48.3683
6034.969	46.62
6045.432	44.8718
6057.986	42.5408
6072.633	36.1305
6086.582	33.2168
6100.532	30.8858
6113.435	27.3893
6127.036	25.0583
6144.821	24.4755
6158.771	22.7273
6172.023	23.31
6185.972	25.641
6204.106	24.4755
6219.102	24.4755
6320	3.4965
6327.67219	3.4965
6338.8317	4.662
6349.2938	5.82751
6357.6635	8.15851
6366.0331	19.8135
6374.7515	35.5478
6383.4699	61.1888
6389.7472	88.5781
6397.4194	123.543
6404.7428	161.422
6411.3688	203.38
6417.9948	244.755
6423.923	278.555
6429.154	314.103
6434.037	344.406
6440.314	375.291
6446.94	403.263
6453.566	429.487
6461.935	453.963
6473.793	473.776
6485.998	480.769
6498.901	479.021
6509.364	467.949
6519.826	453.38
6529.59	437.063
6538.309	422.494
6546.678	403.263
6557.489	382.867
6565.51	361.888
6576.321	340.909
6583.993	319.93
6594.106	298.951
6602.825	277.389
6611.543	254.662
6620.959	233.683
6629.329	209.79
6637.001	188.228
6643.627	167.249
6650.602	148.019
6657.925	125.291
6665.597	100.233
6673.618	80.4196
6681.29	63.5198
6688.265	47.7855
6696.635	35.5478
6708.143	23.8928
6719.303	16.8998
6734.298	12.8205
6748.248	16.8998
6761.848	24.4755
6775.798	30.8858
6790.096	39.0443
6801.953	45.4545
6813.461	48.3683
6824.969	46.62
6835.432	44.8718
6847.986	42.5408
6862.633	36.1305
6876.582	33.2168
6890.532	30.8858
6903.435	27.3893
6917.036	25.0583
6934.821	24.4755
6948.771	22.7273
6962.023	23.31
6975.972	25.641
6994.106	24.4755
7009.102	24.4755
7110	3.4965
7117.67219	3.4965
7128.8317	4.662
7139.2938	5.82751
7147.6635	8.15851
7156.0331	19.8135
7164.7515	35.5478
7173.4699	61.1888
7179.7472	88.5781
7187.4194	123.543
7194.7428	161.422
7201.3688	203.38
7207.9948	244.755
7213.923	278.555
7219.154	314.103
7224.037	344.406
7230.314	375.291
7236.94	403.263
7243.566	429.487
7251.935	453.963
7263.793	473.776
7275.998	480.769
7288.901	479.021
7299.364	467.949
7309.826	453.38
7319.59	437.063
7328.309	422.494
7336.678	403.263
7347.489	382.867
7355.51	361.888
7366.321	340.909
7373.993	319.93
7384.106	298.951
7392.825	277.389
7401.543	254.662
7410.959	233.683
7419.329	209.79
7427.001	188.228
7433.627	167.249
7440.602	148.019
7447.925	125.291
7455.597	100.233
7463.618	80.4196
7471.29	63.5198
7478.265	47.7855
7486.635	35.5478
7498.143	23.8928
7509.303	16.8998
7524.298	12.8205
7538.248	16.8998
7551.848	24.4755
7565.798	30.8858
7580.096	39.0443
7591.953	45.4545
7603.461	48.3683
7614.969	46.62
7625.432	44.8718
7637.986	42.5408
7652.633	36.1305
7666.582	33.2168
7680.532	30.8858
7693.435	27.3893
7707.036	25.0583
7724.821	24.4755
7738.771	22.7273
7752.023	23.31
7765.972	25.641
7784.106	24.4755
7799.102	24.4755
7900	3.4965
7907.67219	3.4965
7918.8317	4.662
7929.2938	5.82751
7937.6635	8.15851
7946.0331	19.8135
7954.7515	35.5478
7963.4699	61.1888
7969.7472	88.5781
7977.4194	123.543
7984.7428	161.422
7991.3688	203.38
7997.9948	244.755
8003.923	278.555
8009.154	314.103
8014.037	344.406
